dataImageName;dataSemanticId;dataInstanceId;predImageName;predSemanticId;predInstanceId;rotationErrorDegGTvsPred;translationErrorMetersDetEll
09_0000008479.png;11;269;0000008479.png;11;269;0.324106051080613;9.77172065616559
09_0000008479.png;11;271;0000008479.png;11;271;0.964984197131988;14.7084809364238
09_0000008479.png;26;553;0000008479.png;26;553;1.01313269727536;1.21219596439875
09_0000008479.png;26;554;0000008479.png;26;554;2.96792382030601;0.794418740653651
09_0000008479.png;26;555;0000008479.png;26;555;1.74728746475564;0.697000883462153
09_0000008479.png;26;556;0000008479.png;26;556;4.12414485514606;1.4008723045128
09_0000008479.png;26;557;0000008479.png;26;557;1.3144678620896;5.31728085098528
